arm,engine_rank,engine_port,minute,tbt_ms,smoothing_s,run,source
FluidServe,1,8007,3.3359,4.5401,120,exp126h62r1,"vllm:inter_token_latency_seconds_{sum,count}, per engine, per second"
FluidServe,1,8007,3.3526,4.5401,120,exp126h62r1,"vllm:inter_token_latency_seconds_{sum,count}, per engine, per second"
FluidServe,1,8007,3.3693,4.5401,120,exp126h62r1,"vllm:inter_token_latency_seconds_{sum,count}, per engine, per second"
FluidServe,1,8007,3.3859,4.5401,120,exp126h62r1,"vllm:inter_token_latency_seconds_{sum,count}, per engine, per second"
FluidServe,1,8007,3.4026,4.5401,120,exp126h62r1,"vllm:inter_token_latency_seconds_{sum,count}, per engine, per second"
FluidServe,1,8007,3.4193,4.5401,120,exp126h62r1,"vllm:inter_token_latency_seconds_{sum,count}, per engine, per second"
FluidServe,1,8007,3.4359,4.5401,120,exp126h62r1,"vllm:inter_token_latency_seconds_{sum,count}, per engine, per second"
FluidServe,1,8007,3.4526,4.5401,120,exp126h62r1,"vllm:inter_token_latency_seconds_{sum,count}, per engine, per second"
FluidServe,1,8007,3.4693,4.5401,120,exp126h62r1,"vllm:inter_token_latency_seconds_{sum,count}, per engine, per second"
FluidServe,1,8007,3.4859,4.5401,120,exp126h62r1,"vllm:inter_token_latency_seconds_{sum,count}, per engine, per second"
FluidServe,1,8007,3.5026,4.5401,120,exp126h62r1,"vllm:inter_token_latency_seconds_{sum,count}, per engine, per second"
FluidServe,1,8007,3.5193,4.5401,120,exp126h62r1,"vllm:inter_token_latency_seconds_{sum,count}, per engine, per second"
FluidServe,1,8007,3.5359,4.5401,120,exp126h62r1,"vllm:inter_token_latency_seconds_{sum,count}, per engine, per second"
FluidServe,1,8007,3.5526,4.5798,120,exp126h62r1,"vllm:inter_token_latency_seconds_{sum,count}, per engine, per second"
FluidServe,1,8007,3.5693,4.629,120,exp126h62r1,"vllm:inter_token_latency_seconds_{sum,count}, per engine, per second"
FluidServe,1,8007,3.5859,4.844,120,exp126h62r1,"vllm:inter_token_latency_seconds_{sum,count}, per engine, per second"
FluidServe,1,8007,3.6026,5.327,120,exp126h62r1,"vllm:inter_token_latency_seconds_{sum,count}, per engine, per second"
FluidServe,1,8007,3.6193,5.8848,120,exp126h62r1,"vllm:inter_token_latency_seconds_{sum,count}, per engine, per second"
FluidServe,1,8007,3.6359,6.4203,120,exp126h62r1,"vllm:inter_token_latency_seconds_{sum,count}, per engine, per second"
