panel,arm,run,engine,role,n_windows,itl_ms,cdf
"(b) Static sweep, 35 req/s",PolyServe,260831_0805_exp108r1_polyservept75_t75fair_rpm_2100,8000,envelope,479,214.76184,0.97077
"(b) Static sweep, 35 req/s",PolyServe,260831_0805_exp108r1_polyservept75_t75fair_rpm_2100,8000,envelope,479,223.41813,0.97077
"(b) Static sweep, 35 req/s",PolyServe,260831_0805_exp108r1_polyservept75_t75fair_rpm_2100,8000,envelope,479,232.42334,0.97286
"(b) Static sweep, 35 req/s",PolyServe,260831_0805_exp108r1_polyservept75_t75fair_rpm_2100,8000,envelope,479,241.79151,0.97286
"(b) Static sweep, 35 req/s",PolyServe,260831_0805_exp108r1_polyservept75_t75fair_rpm_2100,8000,envelope,479,251.53728,0.97495
"(b) Static sweep, 35 req/s",PolyServe,260831_0805_exp108r1_polyservept75_t75fair_rpm_2100,8000,envelope,479,261.67587,0.97704
"(b) Static sweep, 35 req/s",PolyServe,260831_0805_exp108r1_polyservept75_t75fair_rpm_2100,8000,envelope,479,272.22311,0.97704
"(b) Static sweep, 35 req/s",PolyServe,260831_0805_exp108r1_polyservept75_t75fair_rpm_2100,8000,envelope,479,283.19547,0.97704
"(b) Static sweep, 35 req/s",PolyServe,260831_0805_exp108r1_polyservept75_t75fair_rpm_2100,8000,envelope,479,294.61009,0.97704
"(b) Static sweep, 35 req/s",PolyServe,260831_0805_exp108r1_polyservept75_t75fair_rpm_2100,8000,envelope,479,306.48479,0.97704
"(b) Static sweep, 35 req/s",PolyServe,260831_0805_exp108r1_polyservept75_t75fair_rpm_2100,8000,envelope,479,318.83812,0.97704
"(b) Static sweep, 35 req/s",PolyServe,260831_0805_exp108r1_polyservept75_t75fair_rpm_2100,8000,envelope,479,331.68937,0.97912
"(b) Static sweep, 35 req/s",PolyServe,260831_0805_exp108r1_polyservept75_t75fair_rpm_2100,8000,envelope,479,345.05861,0.97912
"(b) Static sweep, 35 req/s",PolyServe,260831_0805_exp108r1_polyservept75_t75fair_rpm_2100,8000,envelope,479,358.96671,0.97912
"(b) Static sweep, 35 req/s",PolyServe,260831_0805_exp108r1_polyservept75_t75fair_rpm_2100,8000,envelope,479,373.43541,0.97912
"(b) Static sweep, 35 req/s",PolyServe,260831_0805_exp108r1_polyservept75_t75fair_rpm_2100,8000,envelope,479,388.48728,0.97912
"(b) Static sweep, 35 req/s",PolyServe,260831_0805_exp108r1_polyservept75_t75fair_rpm_2100,8000,envelope,479,404.14585,0.97912
"(b) Static sweep, 35 req/s",PolyServe,260831_0805_exp108r1_polyservept75_t75fair_rpm_2100,8000,envelope,479,420.43555,0.97912
"(b) Static sweep, 35 req/s",PolyServe,260831_0805_exp108r1_polyservept75_t75fair_rpm_2100,8000,envelope,479,437.38184,0.97912
"(b) Static sweep, 35 req/s",PolyServe,260831_0805_exp108r1_polyservept75_t75fair_rpm_2100,8000,envelope,479,455.01117,0.97912
"(b) Static sweep, 35 req/s",PolyServe,260831_0805_exp108r1_polyservept75_t75fair_rpm_2100,8000,envelope,479,473.35108,0.97912
"(b) Static sweep, 35 req/s",PolyServe,260831_0805_exp108r1_polyservept75_t75fair_rpm_2100,8000,envelope,479,492.43021,0.97912
"(b) Static sweep, 35 req/s",PolyServe,260831_0805_exp108r1_polyservept75_t75fair_rpm_2100,8000,envelope,479,512.27834,0.98539
"(b) Static sweep, 35 req/s",PolyServe,260831_0805_exp108r1_polyservept75_t75fair_rpm_2100,8000,envelope,479,532.92649,0.99165
"(b) Static sweep, 35 req/s",PolyServe,260831_0805_exp108r1_polyservept75_t75fair_rpm_2100,8000,envelope,479,554.40690,1.00000
"(b) Static sweep, 35 req/s",PolyServe,260831_0805_exp108r1_polyservept75_t75fair_rpm_2100,8000,envelope,479,576.75310,1.00000
"(b) Static sweep, 35 req/s",PolyServe,260831_0805_exp108r1_polyservept75_t75fair_rpm_2100,8000,envelope,479,600.00000,1.00000
"(b) Static sweep, 35 req/s",PolyServe,260831_0805_exp108r1_polyservept75_t75fair_rpm_2100,8001,envelope,469,12.00000,0.00000
"(b) Static sweep, 35 req/s",PolyServe,260831_0805_exp108r1_polyservept75_t75fair_rpm_2100,8001,envelope,469,12.48368,0.00000
"(b) Static sweep, 35 req/s",PolyServe,260831_0805_exp108r1_polyservept75_t75fair_rpm_2100,8001,envelope,469,12.98685,0.00000
"(b) Static sweep, 35 req/s",PolyServe,260831_0805_exp108r1_polyservept75_t75fair_rpm_2100,8001,envelope,469,13.51031,0.00000
"(b) Static sweep, 35 req/s",PolyServe,260831_0805_exp108r1_polyservept75_t75fair_rpm_2100,8001,envelope,469,14.05486,0.00000
"(b) Static sweep, 35 req/s",PolyServe,260831_0805_exp108r1_polyservept75_t75fair_rpm_2100,8001,envelope,469,14.62136,0.00000
"(b) Static sweep, 35 req/s",PolyServe,260831_0805_exp108r1_polyservept75_t75fair_rpm_2100,8001,envelope,469,15.21070,0.00000
"(b) Static sweep, 35 req/s",PolyServe,260831_0805_exp108r1_polyservept75_t75fair_rpm_2100,8001,envelope,469,15.82379,0.00000
"(b) Static sweep, 35 req/s",PolyServe,260831_0805_exp108r1_polyservept75_t75fair_rpm_2100,8001,envelope,469,16.46159,0.00000
"(b) Static sweep, 35 req/s",PolyServe,260831_0805_exp108r1_polyservept75_t75fair_rpm_2100,8001,envelope,469,17.12510,0.00000
"(b) Static sweep, 35 req/s",PolyServe,260831_0805_exp108r1_polyservept75_t75fair_rpm_2100,8001,envelope,469,17.81535,0.00213
"(b) Static sweep, 35 req/s",PolyServe,260831_0805_exp108r1_polyservept75_t75fair_rpm_2100,8001,envelope,469,18.53343,0.00426
"(b) Static sweep, 35 req/s",PolyServe,260831_0805_exp108r1_polyservept75_t75fair_rpm_2100,8001,envelope,469,19.28044,0.01279
"(b) Static sweep, 35 req/s",PolyServe,260831_0805_exp108r1_polyservept75_t75fair_rpm_2100,8001,envelope,469,20.05757,0.01279
"(b) Static sweep, 35 req/s",PolyServe,260831_0805_exp108r1_polyservept75_t75fair_rpm_2100,8001,envelope,469,20.86602,0.01493
"(b) Static sweep, 35 req/s",PolyServe,260831_0805_exp108r1_polyservept75_t75fair_rpm_2100,8001,envelope,469,21.70706,0.01706
"(b) Static sweep, 35 req/s",PolyServe,260831_0805_exp108r1_polyservept75_t75fair_rpm_2100,8001,envelope,469,22.58199,0.01706
"(b) Static sweep, 35 req/s",PolyServe,260831_0805_exp108r1_polyservept75_t75fair_rpm_2100,8001,envelope,469,23.49219,0.01919
"(b) Static sweep, 35 req/s",PolyServe,260831_0805_exp108r1_polyservept75_t75fair_rpm_2100,8001,envelope,469,24.43908,0.01919
"(b) Static sweep, 35 req/s",PolyServe,260831_0805_exp108r1_polyservept75_t75fair_rpm_2100,8001,envelope,469,25.42414,0.02345
"(b) Static sweep, 35 req/s",PolyServe,260831_0805_exp108r1_polyservept75_t75fair_rpm_2100,8001,envelope,469,26.44889,0.02345
"(b) Static sweep, 35 req/s",PolyServe,260831_0805_exp108r1_polyservept75_t75fair_rpm_2100,8001,envelope,469,27.51496,0.02772
"(b) Static sweep, 35 req/s",PolyServe,260831_0805_exp108r1_polyservept75_t75fair_rpm_2100,8001,envelope,469,28.62399,0.07036
"(b) Static sweep, 35 req/s",PolyServe,260831_0805_exp108r1_polyservept75_t75fair_rpm_2100,8001,envelope,469,29.77772,0.10874
"(b) Static sweep, 35 req/s",PolyServe,260831_0805_exp108r1_polyservept75_t75fair_rpm_2100,8001,envelope,469,30.97796,0.13646
"(b) Static sweep, 35 req/s",PolyServe,260831_0805_exp108r1_polyservept75_t75fair_rpm_2100,8001,envelope,469,32.22657,0.18124
"(b) Static sweep, 35 req/s",PolyServe,260831_0805_exp108r1_polyservept75_t75fair_rpm_2100,8001,envelope,469,33.52551,0.20896
"(b) Static sweep, 35 req/s",PolyServe,260831_0805_exp108r1_polyservept75_t75fair_rpm_2100,8001,envelope,469,34.87681,0.25373
"(b) Static sweep, 35 req/s",PolyServe,260831_0805_exp108r1_polyservept75_t75fair_rpm_2100,8001,envelope,469,36.28257,0.27505
"(b) Static sweep, 35 req/s",PolyServe,260831_0805_exp108r1_polyservept75_t75fair_rpm_2100,8001,envelope,469,37.74499,0.32196
"(b) Static sweep, 35 req/s",PolyServe,260831_0805_exp108r1_polyservept75_t75fair_rpm_2100,8001,envelope,469,39.26636,0.35608
"(b) Static sweep, 35 req/s",PolyServe,260831_0805_exp108r1_polyservept75_t75fair_rpm_2100,8001,envelope,469,40.84905,0.39446
"(b) Static sweep, 35 req/s",PolyServe,260831_0805_exp108r1_polyservept75_t75fair_rpm_2100,8001,envelope,469,42.49553,0.43284
"(b) Static sweep, 35 req/s",PolyServe,260831_0805_exp108r1_polyservept75_t75fair_rpm_2100,8001,envelope,469,44.20838,0.46269
"(b) Static sweep, 35 req/s",PolyServe,260831_0805_exp108r1_polyservept75_t75fair_rpm_2100,8001,envelope,469,45.99026,0.50320
"(b) Static sweep, 35 req/s",PolyServe,260831_0805_exp108r1_polyservept75_t75fair_rpm_2100,8001,envelope,469,47.84397,0.52878
"(b) Static sweep, 35 req/s",PolyServe,260831_0805_exp108r1_polyservept75_t75fair_rpm_2100,8001,envelope,469,49.77239,0.55864
"(b) Static sweep, 35 req/s",PolyServe,260831_0805_exp108r1_polyservept75_t75fair_rpm_2100,8001,envelope,469,51.77854,0.58209
"(b) Static sweep, 35 req/s",PolyServe,260831_0805_exp108r1_polyservept75_t75fair_rpm_2100,8001,envelope,469,53.86556,0.60981
"(b) Static sweep, 35 req/s",PolyServe,260831_0805_exp108r1_polyservept75_t75fair_rpm_2100,8001,envelope,469,56.03669,0.63113
"(b) Static sweep, 35 req/s",PolyServe,260831_0805_exp108r1_polyservept75_t75fair_rpm_2100,8001,envelope,469,58.29533,0.65245
"(b) Static sweep, 35 req/s",PolyServe,260831_0805_exp108r1_polyservept75_t75fair_rpm_2100,8001,envelope,469,60.64501,0.67804
"(b) Static sweep, 35 req/s",PolyServe,260831_0805_exp108r1_polyservept75_t75fair_rpm_2100,8001,envelope,469,63.08940,0.68443
"(b) Static sweep, 35 req/s",PolyServe,260831_0805_exp108r1_polyservept75_t75fair_rpm_2100,8001,envelope,469,65.63231,0.69936
"(b) Static sweep, 35 req/s",PolyServe,260831_0805_exp108r1_polyservept75_t75fair_rpm_2100,8001,envelope,469,68.27772,0.72495
"(b) Static sweep, 35 req/s",PolyServe,260831_0805_exp108r1_polyservept75_t75fair_rpm_2100,8001,envelope,469,71.02976,0.73987
"(b) Static sweep, 35 req/s",PolyServe,260831_0805_exp108r1_polyservept75_t75fair_rpm_2100,8001,envelope,469,73.89272,0.76119
"(b) Static sweep, 35 req/s",PolyServe,260831_0805_exp108r1_polyservept75_t75fair_rpm_2100,8001,envelope,469,76.87108,0.77612
"(b) Static sweep, 35 req/s",PolyServe,260831_0805_exp108r1_polyservept75_t75fair_rpm_2100,8001,envelope,469,79.96948,0.78465
"(b) Static sweep, 35 req/s",PolyServe,260831_0805_exp108r1_polyservept75_t75fair_rpm_2100,8001,envelope,469,83.19277,0.79104
"(b) Static sweep, 35 req/s",PolyServe,260831_0805_exp108r1_polyservept75_t75fair_rpm_2100,8001,envelope,469,86.54598,0.79318
"(b) Static sweep, 35 req/s",PolyServe,260831_0805_exp108r1_polyservept75_t75fair_rpm_2100,8001,envelope,469,90.03435,0.80171
"(b) Static sweep, 35 req/s",PolyServe,260831_0805_exp108r1_polyservept75_t75fair_rpm_2100,8001,envelope,469,93.66332,0.81450
"(b) Static sweep, 35 req/s",PolyServe,260831_0805_exp108r1_polyservept75_t75fair_rpm_2100,8001,envelope,469,97.43856,0.82516
"(b) Static sweep, 35 req/s",PolyServe,260831_0805_exp108r1_polyservept75_t75fair_rpm_2100,8001,envelope,469,101.36596,0.83156
"(b) Static sweep, 35 req/s",PolyServe,260831_0805_exp108r1_polyservept75_t75fair_rpm_2100,8001,envelope,469,105.45167,0.83582
"(b) Static sweep, 35 req/s",PolyServe,260831_0805_exp108r1_polyservept75_t75fair_rpm_2100,8001,envelope,469,109.70206,0.83795
"(b) Static sweep, 35 req/s",PolyServe,260831_0805_exp108r1_polyservept75_t75fair_rpm_2100,8001,envelope,469,114.12377,0.84222
"(b) Static sweep, 35 req/s",PolyServe,260831_0805_exp108r1_polyservept75_t75fair_rpm_2100,8001,envelope,469,118.72370,0.84435
"(b) Static sweep, 35 req/s",PolyServe,260831_0805_exp108r1_polyservept75_t75fair_rpm_2100,8001,envelope,469,123.50903,0.85075
"(b) Static sweep, 35 req/s",PolyServe,260831_0805_exp108r1_polyservept75_t75fair_rpm_2100,8001,envelope,469,128.48725,0.85501
"(b) Static sweep, 35 req/s",PolyServe,260831_0805_exp108r1_polyservept75_t75fair_rpm_2100,8001,envelope,469,133.66612,0.85714
"(b) Static sweep, 35 req/s",PolyServe,260831_0805_exp108r1_polyservept75_t75fair_rpm_2100,8001,envelope,469,139.05374,0.85928
"(b) Static sweep, 35 req/s",PolyServe,260831_0805_exp108r1_polyservept75_t75fair_rpm_2100,8001,envelope,469,144.65851,0.86141
"(b) Static sweep, 35 req/s",PolyServe,260831_0805_exp108r1_polyservept75_t75fair_rpm_2100,8001,envelope,469,150.48918,0.86780
"(b) Static sweep, 35 req/s",PolyServe,260831_0805_exp108r1_polyservept75_t75fair_rpm_2100,8001,envelope,469,156.55488,0.87207
"(b) Static sweep, 35 req/s",PolyServe,260831_0805_exp108r1_polyservept75_t75fair_rpm_2100,8001,envelope,469,162.86506,0.87633
"(b) Static sweep, 35 req/s",PolyServe,260831_0805_exp108r1_polyservept75_t75fair_rpm_2100,8001,envelope,469,169.42958,0.87846
"(b) Static sweep, 35 req/s",PolyServe,260831_0805_exp108r1_polyservept75_t75fair_rpm_2100,8001,envelope,469,176.25869,0.88486
"(b) Static sweep, 35 req/s",PolyServe,260831_0805_exp108r1_polyservept75_t75fair_rpm_2100,8001,envelope,469,183.36306,0.89339
"(b) Static sweep, 35 req/s",PolyServe,260831_0805_exp108r1_polyservept75_t75fair_rpm_2100,8001,envelope,469,190.75379,0.89979
"(b) Static sweep, 35 req/s",PolyServe,260831_0805_exp108r1_polyservept75_t75fair_rpm_2100,8001,envelope,469,198.44240,0.90405
"(b) Static sweep, 35 req/s",PolyServe,260831_0805_exp108r1_polyservept75_t75fair_rpm_2100,8001,envelope,469,206.44092,0.90832
"(b) Static sweep, 35 req/s",PolyServe,260831_0805_exp108r1_polyservept75_t75fair_rpm_2100,8001,envelope,469,214.76184,0.91045
"(b) Static sweep, 35 req/s",PolyServe,260831_0805_exp108r1_polyservept75_t75fair_rpm_2100,8001,envelope,469,223.41813,0.91258
"(b) Static sweep, 35 req/s",PolyServe,260831_0805_exp108r1_polyservept75_t75fair_rpm_2100,8001,envelope,469,232.42334,0.91684
"(b) Static sweep, 35 req/s",PolyServe,260831_0805_exp108r1_polyservept75_t75fair_rpm_2100,8001,envelope,469,241.79151,0.91898
"(b) Static sweep, 35 req/s",PolyServe,260831_0805_exp108r1_polyservept75_t75fair_rpm_2100,8001,envelope,469,251.53728,0.92537
"(b) Static sweep, 35 req/s",PolyServe,260831_0805_exp108r1_polyservept75_t75fair_rpm_2100,8001,envelope,469,261.67587,0.92537
"(b) Static sweep, 35 req/s",PolyServe,260831_0805_exp108r1_polyservept75_t75fair_rpm_2100,8001,envelope,469,272.22311,0.92751
"(b) Static sweep, 35 req/s",PolyServe,260831_0805_exp108r1_polyservept75_t75fair_rpm_2100,8001,envelope,469,283.19547,0.92964
"(b) Static sweep, 35 req/s",PolyServe,260831_0805_exp108r1_polyservept75_t75fair_rpm_2100,8001,envelope,469,294.61009,0.93177
"(b) Static sweep, 35 req/s",PolyServe,260831_0805_exp108r1_polyservept75_t75fair_rpm_2100,8001,envelope,469,306.48479,0.93817
"(b) Static sweep, 35 req/s",PolyServe,260831_0805_exp108r1_polyservept75_t75fair_rpm_2100,8001,envelope,469,318.83812,0.93817
"(b) Static sweep, 35 req/s",PolyServe,260831_0805_exp108r1_polyservept75_t75fair_rpm_2100,8001,envelope,469,331.68937,0.94243
"(b) Static sweep, 35 req/s",PolyServe,260831_0805_exp108r1_polyservept75_t75fair_rpm_2100,8001,envelope,469,345.05861,0.94456
"(b) Static sweep, 35 req/s",PolyServe,260831_0805_exp108r1_polyservept75_t75fair_rpm_2100,8001,envelope,469,358.96671,0.95096
"(b) Static sweep, 35 req/s",PolyServe,260831_0805_exp108r1_polyservept75_t75fair_rpm_2100,8001,envelope,469,373.43541,0.95309
"(b) Static sweep, 35 req/s",PolyServe,260831_0805_exp108r1_polyservept75_t75fair_rpm_2100,8001,envelope,469,388.48728,0.95522
"(b) Static sweep, 35 req/s",PolyServe,260831_0805_exp108r1_polyservept75_t75fair_rpm_2100,8001,envelope,469,404.14585,0.95736
"(b) Static sweep, 35 req/s",PolyServe,260831_0805_exp108r1_polyservept75_t75fair_rpm_2100,8001,envelope,469,420.43555,0.96375
"(b) Static sweep, 35 req/s",PolyServe,260831_0805_exp108r1_polyservept75_t75fair_rpm_2100,8001,envelope,469,437.38184,0.96588
"(b) Static sweep, 35 req/s",PolyServe,260831_0805_exp108r1_polyservept75_t75fair_rpm_2100,8001,envelope,469,455.01117,0.96802
"(b) Static sweep, 35 req/s",PolyServe,260831_0805_exp108r1_polyservept75_t75fair_rpm_2100,8001,envelope,469,473.35108,0.97015
"(b) Static sweep, 35 req/s",PolyServe,260831_0805_exp108r1_polyservept75_t75fair_rpm_2100,8001,envelope,469,492.43021,0.97015
"(b) Static sweep, 35 req/s",PolyServe,260831_0805_exp108r1_polyservept75_t75fair_rpm_2100,8001,envelope,469,512.27834,0.97015
"(b) Static sweep, 35 req/s",PolyServe,260831_0805_exp108r1_polyservept75_t75fair_rpm_2100,8001,envelope,469,532.92649,0.99147
"(b) Static sweep, 35 req/s",PolyServe,260831_0805_exp108r1_polyservept75_t75fair_rpm_2100,8001,envelope,469,554.40690,1.00000
"(b) Static sweep, 35 req/s",PolyServe,260831_0805_exp108r1_polyservept75_t75fair_rpm_2100,8001,envelope,469,576.75310,1.00000
"(b) Static sweep, 35 req/s",PolyServe,260831_0805_exp108r1_polyservept75_t75fair_rpm_2100,8001,envelope,469,600.00000,1.00000
"(b) Static sweep, 35 req/s",PolyServe,260831_0805_exp108r1_polyservept75_t75fair_rpm_2100,8002,envelope,469,12.00000,0.00000
"(b) Static sweep, 35 req/s",PolyServe,260831_0805_exp108r1_polyservept75_t75fair_rpm_2100,8002,envelope,469,12.48368,0.00000
"(b) Static sweep, 35 req/s",PolyServe,260831_0805_exp108r1_polyservept75_t75fair_rpm_2100,8002,envelope,469,12.98685,0.00000
"(b) Static sweep, 35 req/s",PolyServe,260831_0805_exp108r1_polyservept75_t75fair_rpm_2100,8002,envelope,469,13.51031,0.00000
"(b) Static sweep, 35 req/s",PolyServe,260831_0805_exp108r1_polyservept75_t75fair_rpm_2100,8002,envelope,469,14.05486,0.00000
"(b) Static sweep, 35 req/s",PolyServe,260831_0805_exp108r1_polyservept75_t75fair_rpm_2100,8002,envelope,469,14.62136,0.00000
"(b) Static sweep, 35 req/s",PolyServe,260831_0805_exp108r1_polyservept75_t75fair_rpm_2100,8002,envelope,469,15.21070,0.00000
"(b) Static sweep, 35 req/s",PolyServe,260831_0805_exp108r1_polyservept75_t75fair_rpm_2100,8002,envelope,469,15.82379,0.00000
"(b) Static sweep, 35 req/s",PolyServe,260831_0805_exp108r1_polyservept75_t75fair_rpm_2100,8002,envelope,469,16.46159,0.00000
"(b) Static sweep, 35 req/s",PolyServe,260831_0805_exp108r1_polyservept75_t75fair_rpm_2100,8002,envelope,469,17.12510,0.00000
"(b) Static sweep, 35 req/s",PolyServe,260831_0805_exp108r1_polyservept75_t75fair_rpm_2100,8002,envelope,469,17.81535,0.00000
"(b) Static sweep, 35 req/s",PolyServe,260831_0805_exp108r1_polyservept75_t75fair_rpm_2100,8002,envelope,469,18.53343,0.00213
"(b) Static sweep, 35 req/s",PolyServe,260831_0805_exp108r1_polyservept75_t75fair_rpm_2100,8002,envelope,469,19.28044,0.00426
"(b) Static sweep, 35 req/s",PolyServe,260831_0805_exp108r1_polyservept75_t75fair_rpm_2100,8002,envelope,469,20.05757,0.00426
"(b) Static sweep, 35 req/s",PolyServe,260831_0805_exp108r1_polyservept75_t75fair_rpm_2100,8002,envelope,469,20.86602,0.00426
"(b) Static sweep, 35 req/s",PolyServe,260831_0805_exp108r1_polyservept75_t75fair_rpm_2100,8002,envelope,469,21.70706,0.00426
"(b) Static sweep, 35 req/s",PolyServe,260831_0805_exp108r1_polyservept75_t75fair_rpm_2100,8002,envelope,469,22.58199,0.00426
"(b) Static sweep, 35 req/s",PolyServe,260831_0805_exp108r1_polyservept75_t75fair_rpm_2100,8002,envelope,469,23.49219,0.00426
"(b) Static sweep, 35 req/s",PolyServe,260831_0805_exp108r1_polyservept75_t75fair_rpm_2100,8002,envelope,469,24.43908,0.00426
"(b) Static sweep, 35 req/s",PolyServe,260831_0805_exp108r1_polyservept75_t75fair_rpm_2100,8002,envelope,469,25.42414,0.00426
"(b) Static sweep, 35 req/s",PolyServe,260831_0805_exp108r1_polyservept75_t75fair_rpm_2100,8002,envelope,469,26.44889,0.00426
"(b) Static sweep, 35 req/s",PolyServe,260831_0805_exp108r1_polyservept75_t75fair_rpm_2100,8002,envelope,469,27.51496,0.00426
"(b) Static sweep, 35 req/s",PolyServe,260831_0805_exp108r1_polyservept75_t75fair_rpm_2100,8002,envelope,469,28.62399,0.00426
"(b) Static sweep, 35 req/s",PolyServe,260831_0805_exp108r1_polyservept75_t75fair_rpm_2100,8002,envelope,469,29.77772,0.01919
"(b) Static sweep, 35 req/s",PolyServe,260831_0805_exp108r1_polyservept75_t75fair_rpm_2100,8002,envelope,469,30.97796,0.14072
"(b) Static sweep, 35 req/s",PolyServe,260831_0805_exp108r1_polyservept75_t75fair_rpm_2100,8002,envelope,469,32.22657,0.15991
"(b) Static sweep, 35 req/s",PolyServe,260831_0805_exp108r1_polyservept75_t75fair_rpm_2100,8002,envelope,469,33.52551,0.20469
"(b) Static sweep, 35 req/s",PolyServe,260831_0805_exp108r1_polyservept75_t75fair_rpm_2100,8002,envelope,469,34.87681,0.24520
"(b) Static sweep, 35 req/s",PolyServe,260831_0805_exp108r1_polyservept75_t75fair_rpm_2100,8002,envelope,469,36.28257,0.28145
"(b) Static sweep, 35 req/s",PolyServe,260831_0805_exp108r1_polyservept75_t75fair_rpm_2100,8002,envelope,469,37.74499,0.30917
"(b) Static sweep, 35 req/s",PolyServe,260831_0805_exp108r1_polyservept75_t75fair_rpm_2100,8002,envelope,469,39.26636,0.34328
"(b) Static sweep, 35 req/s",PolyServe,260831_0805_exp108r1_polyservept75_t75fair_rpm_2100,8002,envelope,469,40.84905,0.37527
"(b) Static sweep, 35 req/s",PolyServe,260831_0805_exp108r1_polyservept75_t75fair_rpm_2100,8002,envelope,469,42.49553,0.41578
"(b) Static sweep, 35 req/s",PolyServe,260831_0805_exp108r1_polyservept75_t75fair_rpm_2100,8002,envelope,469,44.20838,0.46269
"(b) Static sweep, 35 req/s",PolyServe,260831_0805_exp108r1_polyservept75_t75fair_rpm_2100,8002,envelope,469,45.99026,0.48614
"(b) Static sweep, 35 req/s",PolyServe,260831_0805_exp108r1_polyservept75_t75fair_rpm_2100,8002,envelope,469,47.84397,0.50959
"(b) Static sweep, 35 req/s",PolyServe,260831_0805_exp108r1_polyservept75_t75fair_rpm_2100,8002,envelope,469,49.77239,0.55650
"(b) Static sweep, 35 req/s",PolyServe,260831_0805_exp108r1_polyservept75_t75fair_rpm_2100,8002,envelope,469,51.77854,0.58422
"(b) Static sweep, 35 req/s",PolyServe,260831_0805_exp108r1_polyservept75_t75fair_rpm_2100,8002,envelope,469,53.86556,0.61194
"(b) Static sweep, 35 req/s",PolyServe,260831_0805_exp108r1_polyservept75_t75fair_rpm_2100,8002,envelope,469,56.03669,0.64819
"(b) Static sweep, 35 req/s",PolyServe,260831_0805_exp108r1_polyservept75_t75fair_rpm_2100,8002,envelope,469,58.29533,0.66525
"(b) Static sweep, 35 req/s",PolyServe,260831_0805_exp108r1_polyservept75_t75fair_rpm_2100,8002,envelope,469,60.64501,0.68870
"(b) Static sweep, 35 req/s",PolyServe,260831_0805_exp108r1_polyservept75_t75fair_rpm_2100,8002,envelope,469,63.08940,0.69936
"(b) Static sweep, 35 req/s",PolyServe,260831_0805_exp108r1_polyservept75_t75fair_rpm_2100,8002,envelope,469,65.63231,0.72495
"(b) Static sweep, 35 req/s",PolyServe,260831_0805_exp108r1_polyservept75_t75fair_rpm_2100,8002,envelope,469,68.27772,0.74414
"(b) Static sweep, 35 req/s",PolyServe,260831_0805_exp108r1_polyservept75_t75fair_rpm_2100,8002,envelope,469,71.02976,0.76546
"(b) Static sweep, 35 req/s",PolyServe,260831_0805_exp108r1_polyservept75_t75fair_rpm_2100,8002,envelope,469,73.89272,0.77612
"(b) Static sweep, 35 req/s",PolyServe,260831_0805_exp108r1_polyservept75_t75fair_rpm_2100,8002,envelope,469,76.87108,0.79104
"(b) Static sweep, 35 req/s",PolyServe,260831_0805_exp108r1_polyservept75_t75fair_rpm_2100,8002,envelope,469,79.96948,0.80810
"(b) Static sweep, 35 req/s",PolyServe,260831_0805_exp108r1_polyservept75_t75fair_rpm_2100,8002,envelope,469,83.19277,0.81663
"(b) Static sweep, 35 req/s",PolyServe,260831_0805_exp108r1_polyservept75_t75fair_rpm_2100,8002,envelope,469,86.54598,0.83156
"(b) Static sweep, 35 req/s",PolyServe,260831_0805_exp108r1_polyservept75_t75fair_rpm_2100,8002,envelope,469,90.03435,0.83582
"(b) Static sweep, 35 req/s",PolyServe,260831_0805_exp108r1_polyservept75_t75fair_rpm_2100,8002,envelope,469,93.66332,0.84009
"(b) Static sweep, 35 req/s",PolyServe,260831_0805_exp108r1_polyservept75_t75fair_rpm_2100,8002,envelope,469,97.43856,0.84648
"(b) Static sweep, 35 req/s",PolyServe,260831_0805_exp108r1_polyservept75_t75fair_rpm_2100,8002,envelope,469,101.36596,0.85075
"(b) Static sweep, 35 req/s",PolyServe,260831_0805_exp108r1_polyservept75_t75fair_rpm_2100,8002,envelope,469,105.45167,0.85928
"(b) Static sweep, 35 req/s",PolyServe,260831_0805_exp108r1_polyservept75_t75fair_rpm_2100,8002,envelope,469,109.70206,0.86567
"(b) Static sweep, 35 req/s",PolyServe,260831_0805_exp108r1_polyservept75_t75fair_rpm_2100,8002,envelope,469,114.12377,0.87207
"(b) Static sweep, 35 req/s",PolyServe,260831_0805_exp108r1_polyservept75_t75fair_rpm_2100,8002,envelope,469,118.72370,0.87420
"(b) Static sweep, 35 req/s",PolyServe,260831_0805_exp108r1_polyservept75_t75fair_rpm_2100,8002,envelope,469,123.50903,0.87633
"(b) Static sweep, 35 req/s",PolyServe,260831_0805_exp108r1_polyservept75_t75fair_rpm_2100,8002,envelope,469,128.48725,0.88273
"(b) Static sweep, 35 req/s",PolyServe,260831_0805_exp108r1_polyservept75_t75fair_rpm_2100,8002,envelope,469,133.66612,0.88273
"(b) Static sweep, 35 req/s",PolyServe,260831_0805_exp108r1_polyservept75_t75fair_rpm_2100,8002,envelope,469,139.05374,0.88486
"(b) Static sweep, 35 req/s",PolyServe,260831_0805_exp108r1_polyservept75_t75fair_rpm_2100,8002,envelope,469,144.65851,0.88699
"(b) Static sweep, 35 req/s",PolyServe,260831_0805_exp108r1_polyservept75_t75fair_rpm_2100,8002,envelope,469,150.48918,0.88699
"(b) Static sweep, 35 req/s",PolyServe,260831_0805_exp108r1_polyservept75_t75fair_rpm_2100,8002,envelope,469,156.55488,0.88699
"(b) Static sweep, 35 req/s",PolyServe,260831_0805_exp108r1_polyservept75_t75fair_rpm_2100,8002,envelope,469,162.86506,0.88699
