series,minute,value,smoothing_s,bytes_per_token
decode_kv_gb_s,7.91692,5.29872,20,327680
decode_kv_gb_s,7.93359,5.31876,20,327680
decode_kv_gb_s,7.95025,5.30867,20,327680
decode_kv_gb_s,7.96692,5.31803,20,327680
decode_kv_gb_s,7.98359,5.30469,20,327680
decode_kv_gb_s,8.00025,5.33768,20,327680
decode_kv_gb_s,8.01692,5.34683,20,327680
decode_kv_gb_s,8.03359,5.37041,20,327680
decode_kv_gb_s,8.05025,5.39699,20,327680
decode_kv_gb_s,8.06692,5.39872,20,327680
decode_kv_gb_s,8.08359,5.44612,20,327680
decode_kv_gb_s,8.10025,5.45667,20,327680
decode_kv_gb_s,8.11692,5.44091,20,327680
decode_kv_gb_s,8.13359,5.45545,20,327680
decode_kv_gb_s,8.15025,5.44965,20,327680
decode_kv_gb_s,8.16692,5.45183,20,327680
decode_kv_gb_s,8.18359,5.41070,20,327680
decode_kv_gb_s,8.20025,5.39306,20,327680
decode_kv_gb_s,8.21692,5.31180,20,327680
decode_kv_gb_s,8.23359,5.33907,20,327680
decode_kv_gb_s,8.25025,5.31506,20,327680
decode_kv_gb_s,8.26692,5.28545,20,327680
decode_kv_gb_s,8.28359,5.28683,20,327680
decode_kv_gb_s,8.30025,5.29967,20,327680
decode_kv_gb_s,8.31692,5.33661,20,327680
decode_kv_gb_s,8.33359,5.36982,20,327680
decode_kv_gb_s,8.35025,5.36060,20,327680
decode_kv_gb_s,8.36692,5.33484,20,327680
decode_kv_gb_s,8.38359,5.29570,20,327680
decode_kv_gb_s,8.40025,5.28375,20,327680
decode_kv_gb_s,8.41692,5.27416,20,327680
decode_kv_gb_s,8.43359,5.26213,20,327680
decode_kv_gb_s,8.45025,5.28828,20,327680
decode_kv_gb_s,8.46692,5.30493,20,327680
decode_kv_gb_s,8.48359,5.36396,20,327680
decode_kv_gb_s,8.50025,5.37674,20,327680
decode_kv_gb_s,8.51692,5.35152,20,327680
decode_kv_gb_s,8.53359,5.35584,20,327680
decode_kv_gb_s,8.55025,5.40690,20,327680
decode_kv_gb_s,8.56692,5.45106,20,327680
decode_kv_gb_s,8.58359,5.50947,20,327680
decode_kv_gb_s,8.60025,5.53864,20,327680
decode_kv_gb_s,8.61692,5.53080,20,327680
decode_kv_gb_s,8.63359,5.50919,20,327680
decode_kv_gb_s,8.65025,5.47780,20,327680
decode_kv_gb_s,8.66692,5.48146,20,327680
decode_kv_gb_s,8.68359,5.50011,20,327680
decode_kv_gb_s,8.70025,5.49907,20,327680
decode_kv_gb_s,8.71692,5.51227,20,327680
decode_kv_gb_s,8.73359,5.49412,20,327680
decode_kv_gb_s,8.75025,5.50568,20,327680
decode_kv_gb_s,8.76692,5.51990,20,327680
decode_kv_gb_s,8.78359,5.48608,20,327680
decode_kv_gb_s,8.80025,5.43375,20,327680
decode_kv_gb_s,8.81692,5.39652,20,327680
decode_kv_gb_s,8.83359,5.39402,20,327680
decode_kv_gb_s,8.85025,5.44836,20,327680
decode_kv_gb_s,8.86692,5.49646,20,327680
decode_kv_gb_s,8.88359,5.53353,20,327680
decode_kv_gb_s,8.90025,5.50918,20,327680
