hour_bin_centre,conversation_share_pct,conversation_requests,code_requests,window_average_share_pct,bin_minutes
79.9167,60.6288,43506.0000,28252.0000,69.2765,10
80.0833,61.4978,42185.0000,26411.0000,69.2765,10
80.2500,60.0450,42922.0000,28561.0000,69.2765,10
80.4167,57.4682,43173.0000,31952.0000,69.2765,10
80.5833,51.7324,38775.0000,36178.0000,69.2765,10
80.7500,51.4723,39978.0000,37691.0000,69.2765,10
80.9167,49.9738,40131.0000,40173.0000,69.2765,10
81.0833,51.5232,39762.0000,37411.0000,69.2765,10
81.2500,53.5885,41321.0000,35787.0000,69.2765,10
81.4167,49.8546,38050.0000,38272.0000,69.2765,10
81.5833,51.0154,39816.0000,38231.0000,69.2765,10
81.7500,49.0802,37591.0000,39000.0000,69.2765,10
81.9167,49.2985,37846.0000,38923.0000,69.2765,10
82.0833,51.3038,37913.0000,35986.0000,69.2765,10
82.2500,51.0281,36308.0000,34845.0000,69.2765,10
82.4167,49.3367,33358.0000,34255.0000,69.2765,10
82.5833,51.1588,35717.0000,34099.0000,69.2765,10
82.7500,47.7130,35049.0000,38409.0000,69.2765,10
82.9167,47.0635,35067.0000,39443.0000,69.2765,10
83.0833,48.0070,32289.0000,34970.0000,69.2765,10
83.2500,44.9204,31305.0000,38385.0000,69.2765,10
83.4167,42.9132,30053.0000,39979.0000,69.2765,10
83.5833,44.0142,31736.0000,40368.0000,69.2765,10
83.7500,46.6445,36281.0000,41501.0000,69.2765,10
83.9167,43.5408,36495.0000,47323.0000,69.2765,10
84.0833,44.3738,35582.0000,44605.0000,69.2765,10
84.2500,44.3929,35885.0000,44950.0000,69.2765,10
84.4167,43.7971,35046.0000,44973.0000,69.2765,10
84.5833,42.9244,35025.0000,46572.0000,69.2765,10
84.7500,40.9920,31504.0000,45350.0000,69.2765,10
84.9167,43.6307,35357.0000,45680.0000,69.2765,10
85.0833,42.8892,34814.0000,46358.0000,69.2765,10
85.2500,42.4650,32870.0000,44535.0000,69.2765,10
85.4167,39.9925,32140.0000,48225.0000,69.2765,10
85.5833,41.4715,33222.0000,46886.0000,69.2765,10
85.7500,40.2160,32844.0000,48825.0000,69.2765,10
85.9167,39.1481,31688.0000,49256.0000,69.2765,10
86.0833,38.9859,29094.0000,45533.0000,69.2765,10
86.2500,38.3399,29894.0000,48077.0000,69.2765,10
86.4167,36.6093,26422.0000,45751.0000,69.2765,10
86.5833,38.7134,28171.0000,44597.0000,69.2765,10
86.7500,40.4707,27960.0000,41127.0000,69.2765,10
86.9167,40.1246,28669.0000,42781.0000,69.2765,10
87.0833,41.2986,25518.0000,36271.0000,69.2765,10
87.2500,39.5190,22938.0000,35105.0000,69.2765,10
87.4167,37.0218,20265.0000,34473.0000,69.2765,10
87.5833,38.2389,20532.0000,33162.0000,69.2765,10
87.7500,39.3180,21308.0000,32886.0000,69.2765,10
87.9167,39.8885,19742.0000,29751.0000,69.2765,10
88.0833,40.6767,20076.0000,29279.0000,69.2765,10
88.2500,42.4359,19358.0000,26259.0000,69.2765,10
88.4167,44.0976,20837.0000,26415.0000,69.2765,10
88.5833,43.7834,20076.0000,25777.0000,69.2765,10
88.7500,44.1666,20916.0000,26441.0000,69.2765,10
88.9167,49.6728,21939.0000,22228.0000,69.2765,10
89.0833,50.9982,22198.0000,21329.0000,69.2765,10
89.2500,51.1502,20857.0000,19919.0000,69.2765,10
89.4167,52.9035,21664.0000,19286.0000,69.2765,10
89.5833,56.7389,23116.0000,17625.0000,69.2765,10
89.7500,59.4077,24514.0000,16750.0000,69.2765,10
89.9167,61.7418,26507.0000,16425.0000,69.2765,10
90.0833,60.5075,24632.0000,16077.0000,69.2765,10
90.2500,62.7995,26865.0000,15914.0000,69.2765,10
90.4167,61.8551,27421.0000,16910.0000,69.2765,10
90.5833,60.7111,27354.0000,17702.0000,69.2765,10
90.7500,62.4448,27422.0000,16492.0000,69.2765,10
90.9167,61.1586,28051.0000,17815.0000,69.2765,10
91.0833,61.6089,27302.0000,17013.0000,69.2765,10
91.2500,63.2419,29546.0000,17173.0000,69.2765,10
91.4167,61.1949,28884.0000,18316.0000,69.2765,10
91.5833,63.0982,28928.0000,16918.0000,69.2765,10
91.7500,63.3259,32742.0000,18962.0000,69.2765,10
91.9167,63.3564,29768.0000,17217.0000,69.2765,10
92.0833,63.4503,28703.0000,16534.0000,69.2765,10
92.2500,66.9067,30284.0000,14979.0000,69.2765,10
92.4167,65.9164,31572.0000,16325.0000,69.2765,10
92.5833,66.8649,30251.0000,14991.0000,69.2765,10
92.7500,65.2341,29932.0000,15952.0000,69.2765,10
92.9167,67.2921,29803.0000,14486.0000,69.2765,10
93.0833,68.0697,28123.0000,13192.0000,69.2765,10
93.2500,70.5301,25996.0000,10862.0000,69.2765,10
93.4167,69.4245,24150.0000,10636.0000,69.2765,10
93.5833,70.7833,23992.0000,9903.0000,69.2765,10
93.7500,69.4045,24007.0000,10583.0000,69.2765,10
93.9167,71.4758,24013.0000,9583.0000,69.2765,10
94.0833,72.0886,25665.0000,9937.0000,69.2765,10
94.2500,71.8545,24123.0000,9449.0000,69.2765,10
94.4167,75.4106,26215.0000,8548.0000,69.2765,10
94.5833,72.9071,23584.0000,8764.0000,69.2765,10
94.7500,72.1433,23404.0000,9037.0000,69.2765,10
94.9167,76.9321,24806.0000,7438.0000,69.2765,10
95.0833,74.9592,22951.0000,7667.0000,69.2765,10
95.2500,76.1973,23292.0000,7276.0000,69.2765,10
95.4167,79.8490,26010.0000,6564.0000,69.2765,10
95.5833,79.8163,28421.0000,7187.0000,69.2765,10
95.7500,80.9685,29194.0000,6862.0000,69.2765,10
95.9167,81.3631,29822.0000,6831.0000,69.2765,10
