series,minute,value,smoothing_s,bytes_per_token
decode_kv_gb_s_rep1,4.29013,1.56066,20,327680
decode_kv_gb_s_rep1,4.30680,1.57490,20,327680
decode_kv_gb_s_rep1,4.32346,1.59648,20,327680
decode_kv_gb_s_rep1,4.34013,1.60639,20,327680
decode_kv_gb_s_rep1,4.35680,1.62155,20,327680
decode_kv_gb_s_rep1,4.37346,1.62632,20,327680
decode_kv_gb_s_rep1,4.39013,1.63112,20,327680
decode_kv_gb_s_rep1,4.40680,1.64404,20,327680
decode_kv_gb_s_rep1,4.42346,1.64336,20,327680
decode_kv_gb_s_rep1,4.44013,1.62700,20,327680
decode_kv_gb_s_rep1,4.45680,1.63290,20,327680
decode_kv_gb_s_rep1,4.47346,1.63900,20,327680
decode_kv_gb_s_rep1,4.49013,1.62654,20,327680
decode_kv_gb_s_rep1,4.50680,1.61100,20,327680
decode_kv_gb_s_rep1,4.52346,1.61701,20,327680
decode_kv_gb_s_rep1,4.54013,1.62707,20,327680
decode_kv_gb_s_rep1,4.55680,1.64852,20,327680
decode_kv_gb_s_rep1,4.57346,1.64965,20,327680
decode_kv_gb_s_rep1,4.59013,1.65056,20,327680
decode_kv_gb_s_rep1,4.60680,1.65860,20,327680
decode_kv_gb_s_rep1,4.62346,1.64701,20,327680
decode_kv_gb_s_rep1,4.64013,1.64431,20,327680
decode_kv_gb_s_rep1,4.65680,1.63730,20,327680
decode_kv_gb_s_rep1,4.67346,1.64432,20,327680
decode_kv_gb_s_rep1,4.69013,1.64140,20,327680
decode_kv_gb_s_rep1,4.70680,1.62728,20,327680
decode_kv_gb_s_rep1,4.72346,1.62034,20,327680
decode_kv_gb_s_rep1,4.74013,1.61704,20,327680
decode_kv_gb_s_rep1,4.75680,1.62094,20,327680
decode_kv_gb_s_rep1,4.77346,1.63677,20,327680
decode_kv_gb_s_rep1,4.79013,1.61639,20,327680
decode_kv_gb_s_rep1,4.80680,1.60302,20,327680
decode_kv_gb_s_rep1,4.82346,1.61058,20,327680
decode_kv_gb_s_rep1,4.84013,1.60805,20,327680
decode_kv_gb_s_rep1,4.85680,1.60344,20,327680
decode_kv_gb_s_rep1,4.87346,1.58368,20,327680
decode_kv_gb_s_rep1,4.89013,1.55894,20,327680
decode_kv_gb_s_rep1,4.90680,1.54560,20,327680
decode_kv_gb_s_rep1,4.92346,1.54722,20,327680
decode_kv_gb_s_rep1,4.94013,1.54615,20,327680
decode_kv_gb_s_rep1,4.95680,1.54344,20,327680
decode_kv_gb_s_rep1,4.97346,1.52666,20,327680
decode_kv_gb_s_rep1,4.99013,1.52504,20,327680
decode_kv_gb_s_rep1,5.00680,1.53991,20,327680
decode_kv_gb_s_rep1,5.02346,1.54539,20,327680
decode_kv_gb_s_rep1,5.04013,1.56757,20,327680
